Date,US Corp Cash,FICM IG,CDX 5yr IG,CDX 5yr HY,FICM HY,CMBX.BBB.6 Spread,CMBX.BBB.7 Spread,CMBX.BBB.8 Spread,CMBX.BBB.9 Spread,CMBX.BBB.10 Spread,CMBX.BBB.11 Spread,CMBX.BBB.12 Spread,CMBX.BBB.13 Spread,CMBX.BBB.14 Spread
1/2/2020,,,44.3,274,,502,283.6,346.5,306.6,299.6,317.4,327.8,,
1/3/2020,,,45.9,280.1,,503.5,284.7,348.9,308.2,301.9,319.8,330.8,,
1/6/2020,106,,46.3,279.9,,500.9,281.3,346,304.1,296.9,314.2,324.8,,
1/7/2020,106.5,,46.8,283.3,,503.1,285.5,349,309.1,301.7,317.8,327,,
11/8/2020,105.1,,45.3,280.1,,502.4,284.6,347.5,307.7,301.6,315.8,324.4,,
1/9/2020,104.1,,44,275.8,,502.7,285.5,346.2,305.9,300.1,313.1,320.8,,
1/10/2020,102.7,,44.3,278,,505.1,287,347.2,306.9,300.9,313,321.2,,
1/13/2020,102.7,,44.3,277.6,,504.5,287.2,347.1,306.6,300.8,312.8,321,,
1/14/2020,102.6,,44.8,280.3,,506,288.5,347.6,306.7,301,313.2,321.8,,
1/15/2020,102.2,,44.9,281,,508.3,287.7,345.9,303.3,298.7,310.6,319.7,,
1/16/2020,101.1,,44.1,278.8,,510.4,286.4,344.6,301.1,297.11,307.5,317.2,,
1/17/2020,99.2,,44.2,278,,513.3,287.3,345.6,301.4,297.2,307.2,317.1,,
1/21/2020,98.96,,45.9,283.7,,522.3,292,349.6,305.1,300.3,310.9,320.6,,
1/22/2020,99.07,,45.2,283.6,,525.4,294,350.7,305.1,300.2,310.4,319.6,,
1/23/2020,100.78,,46.2,288.9,,530.5,297.9,353.5,305.5,300.4,310,317.6,,
1/24/2020,102.5,,47.2,294.6,,542.8,303.5,356.9,309.2,302.9,312.4,319.7,,
1/27/2020,106.49,,49.5,308.8,,562.72,313.05,365.13,317.16,310.76,320.37,327.68,347.64,
1/28/2020,105.08,,46.8,295.8,,556,302.54,356.1,304.76,298.04,306.45,313.98,339.56,
1/29/2020,105.68,,48.2,301.4,,553.33,302.72,357.43,305.69,299.07,306.82,313.68,339.67,
1/30/2020,107.15,,47.7,296.6,,552.84,302.2,357.8,306.5,299.11,307.38,312.18,339.73,
1/31/2020,109.28,,50.3,304,,562.54,310.52,367.24,316.12,309.83,316.9,32.12,350.56,
2/3/2020,108.06,,50.3,304.9,,562.52,308.64,368.68,317.34,309.04,316.64,322.72,350.68,
2/4/2020,106.05,,47.3,293,,552.96,300.49,361.93,310.46,300.9,308.43,314.1,342.92,
2/5/2020,103.39,,45,282.5,,562.75,300.14,357.2,306.98,296.53,302.82,308.84,338.57,
2/6/2020,102.98,,45.5,283.9,,562.97,302.59,358.28,308.56,299.01,303.96,310.56,339.85,
2/7/2020,105.36,,46.3,289.1,,567.52,305.84,361.89,311.64,302.88,306.68,313.4,343.34,
2/10/2020,106.43,,45.4,286.7,,567.61,304.84,361.14,310.51,301.66,305.47,312.47,342.27,
2/11/2020,105.97,,45,282.9,,569.02,306.6,359.3,308.24,300.08,303.13,311.55,340.87,
2/12/2020,105.05,,44,279.44,,571.72,309.97,359.58,306.1,298.03,301.59,309.22,338.56,
2/13/2020,105.05,,43.97,280.34,,574.99,314.75,364.13,308.85,302.33,306.48,313.94,342.17,
2/14/2020,105.21,,44.4,283.2,,579.02,316.72,366.72,310.86,304.82,309.33,317.3,344.39,
2/18/2020,106.46,,44.8,287,,584.66,320.55,370.36,314.46,308.25,312.51,320.86,348.69,
2/19/2020,106.24,,44.8,286,,582.11,318.16,368.69,311.32,305.95,310.08,318.88,346.7,
2/20/2020,108.3,,45.5,287.8,,586.48,319.92,371.99,313.72,309.52,312.12,321.96,350.01,
2/21/2020,110.8,,46.7,294.1,,597.37,328.07,376.4,317.3,314.12,315.56,327.2,354.7,
2/24/2020,115.3,,53.3,325.3,,611.85,339.17,387.68,329.36,326.49,328.83,341.54,368.74,
2/25/2020,117.8,,55.7,337.2,,624.12,348.04,395.73,337.21,334.28,336.79,350.92,377.93,
2/26/2020,118.1,,57.9,342.5,,626.53,346.02,397.15,337.56,335.63,336.76,351.44,379.55,
2/27/2020,124,,65.4,369.5,,646.07,360.62,411.86,357.12,355.82,356.77,373.8,401,
2/28/2020,127.6,,67.8,363.3,,659.36,365.36,416.14,362.74,362.34,363.12,379.37,403.4,
3/2/2020,129.1,,65.1,362.6,,661.59,360.83,410.67,359.7,357.99,358.94,375.65,400.13,
3/3/2020,133.2,,72.03,384.1,,687.3,372.6,420.8,371.2,369.7,370.9,388.5,409.9,
3/4/2020,129.5,,66.4,365.4,,674.3,357.2,405.8,357.7,355.1,356.5,373.9,394,
3/5/2020,135.7,,74.2,403.5,,710.2,378.2,427.4,380.1,379.8,381.2,402.6,423.1,
3/6/2020,135.9,,84,436.5,,739.6,396.4,445.1,397.8,400.2,402,425.1,442.8,
3/9/2020,156.5,,114.5,543.4,,909.8,481.8,518.2,469.7,471.4,479.7,506.2,516.1,
3/10/2020,168.1,,108,528.3,,882,466.9,504.1,455.2,456,468.8,490.7,506.6,
3/11/2020,187.1,,119.7,581.1,,916.5,502.3,539.8,492.1,490.5,502.8,523.8,541.7,
3/12/2020,214.6,,141.8,675.3,,988.3,575.5,611.3,553.8,554.9,570.2,592.1,607.5,
3/13/2020,217.5,,110.9,549,,946.5,530.8,557.1,513.3,513.9,518.5,533.6,556.9,
3/16/2020,246.3,,126.7,661.4,,1089,627,640.2,590.1,588.7,597.3,613.1,639.4,
3/17/2020,256.4,,125.7,639.6,,1112.5,640.4,647.4,596,596,604.3,627.3,650.4,
3/18/2020,286.9,,144.1,715.9,,1270.7,751.8,754.2,696.9,707.1,712.4,738.9,758.3,
3/19/2020,324.6,,144.4,774.3,,1464.6,858.5,833.5,766.2,776.7,792,817.1,850,
3/20/2020,350.4,,154.3,838.8,,1667.3,1004.3,934.2,839.2,842.9,859.7,877.6,911,
3/23/2020,357,,124.2,860.9,,1948.2,1193.1,1130.9,1057.6,1059.8,1119.4,1092.2,1161.5,
3/24/2020,345.1,,111.2,707.4,,1886.1,1182.7,1133,1062.4,1029.6,1102.3,1096.7,1155.4,
3/25/2020,313.9,,105.6,644.6,,1802.7,1157.4,1127.8,1041.8,993.8,1080.3,1088.6,1127.2,
3/26/2020,300.6,,98.1,559.6,,1660.7,1085,1060.7,969.5,924.8,1001.2,1008,1048.5,
3/27/2020,292.4,,113.9,612.5,,1575,1080.6,1057.8,972.5,927,982.8,997,1040.5,
3/30/2020,280.8,,109.4,611.5,,1443.1,925.1,998,923.2,887,919.1,929.3,966.1,
3/31/2020,271.3,,116.8,646.7,,1393.7,899.8,957.1,889.9,865.1,891.2,897.9,934.3,
4/1/2020,278.5,,127.8,728.4,,1522.4,959,995.9,915.7,891.4,924.7,927.7,970.4,
4/2/2020,281.5,,125.2,734.8,,1755.5,976.9,998.1,919.2,899.9,929.3,929.4,970.6,
4/3/2020,264.8,,128.8,764.8,,1964.4,1046.8,1063.1,968.8,929.4,972.7,975.3,1007.2,
4/6/2020,255.6,,120.5,691.6,,1906.8,1012.6,1034,935.5,889.5,937.6,945.6,973.7,
4/7/2020,242.6,,115.7,677.4,,1929.1,1032.1,1102.1,961.5,921.4,969.9,975.6,991.5,
4/8/2020,231,,106.7,608.5,,1904.4,1015.8,1098.6,933.8,892.2,936.5,944.3,965.3,
4/9/2020,203.4,,84.5,524.6,,1691.9,919.2,989.8,819.7,781.4,820.6,827,849,
4/13/2020,190,,84.3,543.1,,1741,951,1025.3,847.9,813.4,845.6,853.3,871.6,
4/14/2020,183.5,,83.7,552.5,,1760.1,966,1059.9,871.5,826.4,855.4,866.7,882.7,
4/15/2020,189.1,,88.7,595.9,,1965.6,1067.5,1132.7,931.7,865.7,899,912.9,934.6,
4/16/2020,189.7,,91.1,594.8,,2017.3,1114.4,1188,965.1,888.4,922.9,935.6,966.6,
4/17/2020,187.4,,87.8,580.7,,2083,1188.7,1274.1,1031.2,935.5,961.8,977.5,1006.2,
4/20/2020,191.9,,94.2,638,,2117,1261.5,1368.5,1090.1,974.3,999.4,1015.9,1043.8,
4/21/2020,197.7,,99.1,663.5,,2117,1261.5,1368.5,1090.1,974.3,999.4,1015.9,1043.8,
4/22/2020,196.5,,95.5,651.6,,2184.1,1354.3,1445,1151.2,1018.8,1037.4,1047.2,1088.5,
4/23/2020,194.6,,95.5,651.6,,2172.2,1367.2,1459.9,1169.5,1039.1,1049.6,1058.6,1095.3,
4/24/2020,195.9,,94.8,669.3,,2123.5,1335.5,1415.8,1129.2,1013.9,1014.7,1009.4,1043,
4/27/2020,197.2,,93.8,657.9,,2113.3,1314.4,1377.9,1094.1,989.7,983.2,972.3,995,
4/28/2020,197.4,,94.6,653.6,,2078.2,1250,1293,1028.7,944.7,936.8,921.6,948,
4/29/2020,194,,87.4,621.8,,2049.4,1176.3,1213.8,966.1,907.5,900.2,877.7,890.4,
4/30/2020,195.3,,87.6,620.1,,2078.3,1161.1,1192.9,949.2,896.5,892.5,867.9,877.9,
5/1/2020,198,,90.9,645.9,,2149.8,1202.7,1232.8,980.2,926.1,916.7,898.7,902.6,
5/4/2020,199.3,,91.3,657,,2220.8,1211.4,1242.7,990,929.6,920,905.7,903.1,
5/5/2020,197.1,,92.9,651.3,,2222.4,1209.7,1245.5,974.9,915.5,903.1,893.3,891.7,
5/6/2020,201.5,,93.6,674.6,,2306.7,1238.9,1279.5,993.9,936.1,919.5,904.6,902.1,
5/7/2020,204.1,,92.7,639.6,,2367.3,1308.3,1317.6,997.8,937.8,916.9,901.8,897.4,
5/8/2020,205.5,,91.8,628.2,,2388.7,1316.6,1341.5,989.4,927.5,901.1,877.9,884.8,
5/11/2020,208.8,,92.9,638.1,,2426.3,1335.6,1362.7,1000.2,941.5,910.6,883.1,884.1,
5/12/2020,204.5,,94.3,637.9,,2412.8,1331.2,1355.3,994.4,926.4,901.3,879.6,873.1,
5/13/2020,203.6,,97.7,669.7,,2445.4,1360.3,1382.7,1010.9,946.6,920.2,887.9,880,
5/14/2020,203.2,,96.2,669.3,,2475.7,1375.5,1398.9,1027.7,965.6,929.7,894.6,882.1,
5/15/2020,205.3,,97.2,679.1,,2464.6,1409.5,1411.7,1032,969.2,926.7,894.8,882,
5/18/2020,195.9,,91.2,635.8,,2395.4,1391.3,1374.9,1008.6,950.9,899.6,875.5,856.2,
5/19/2020,193.2,,90.5,641.8,,2377.1,1398.1,1362.1,999,940.5,896.1,868,846.3,
5/20/2020,185.6,,84.8,604.3,,2366.8,1384.8,1345.4,991.5,942.7,896.5,852.9,827.7,
5/21/2020,184.3,,86.5,613.3,,2369.3,1392.4,1339.3,982.4,934.3,883.9,819,801.2,
5/22/2020,182.9,,87.5,622,,2371.3,1400.5,1343.5,979.9,933.8,882.7,815.7,792.7,
5/26/2020,178.6,,83.7,577.9,,2324.5,1368.9,1316.1,959.8,914,862.3,788.1,766.4,
5/27/2020,176.9,,79.4,557.2,,2267,1333.9,1284.4,936.8,893.1,835.6,762.2,742.1,
5/28/2020,174.4,,79,548.6,,2199.7,1278.7,1254.2,918.6,870.8,818.4,737.3,721.6,
5/29/2020,173.3,,78,537.3,,2200.9,1264.1,1253.2,913.7,870.8,815.8,732.3,718.2,
6/1/2020,170.9,,79.3,513.3,,2212.7,1265.4,1253.7,908.7,872.4,816.3,738.4,718.7,
6/2/2020,158.6,,76.5,478.7,,2181,1226.1,1220,890.2,857.3,808.7,723.5,702.1,
6/3/2020,160.1,,73.5,459.6,,2069.5,1141,1136.5,850.9,811,773.7,688.7,671.1,
6/4/2020,156,,72.9,458.6,,2005.3,1099.5,1086.1,824.5,788.2,759.4,671.9,659.9,
6/5/2020,146,,66.1,407.8,,1721.3,962.3,958.5,727.5,689.7,688.8,599.6,591.7,
6/8/2020,144.1,,67.6,422.3,,1607,892.1,898,695.3,655.7,655.6,575.9,567.5,
6/9/2020,148.7,,73.6,456.9,,1649.3,897.8,886.7,697.3,661.2,656.2,578,572.4,
6/10/2020,149.8,,75.3,445.7,,1663.9,899.4,889.6,692.7,654.9,644.6,567.1,562.9,
6/11/2020,160.2,,82.1,499.8,,1840.3,963.6,925.2,725.9,686.5,677.4,599.7,598.2,
6/12/2020,158.6,,79.8,481.4,,1885.4,963.8,918.6,719.3,679.6,667.6,588.7,587.8,
6/15/2020,154.8,,70.7,457.1,,1926.6,967.7,903.1,702.1,666.1,647.5,566,568.2,
6/16/2020,145,,69.8,459.5,,1869.9,939.4,867.4,671.4,631.6,607,539.3,535.6,
6/17/2020,147.3,,72.3,465.2,,1875.7,941,865.4,666.8,623.1,593.9,538.9,535.5,
6/18/2020,148.5,,75,477.9,,1923.1,960.5,881.4,679.7,637.6,609.8,552.3,548.5,
6/19/2020,147.4,,79.4,496.1,,1932.5,969.7,885.9,686.6,644.6,616.4,557.4,555.9,
6/22/2020,147.5,,76.5,495.9,,1942.6,978.4,885,685,644.2,616.4,561,552.4,
6/23/2020,147.7,,75.6,491.4,,1943.2,977.7,884.7,685.1,639.7,612.4,557.5,549.5,
6/24/2020,151.3,,79.1,513.2,,2023.5,1005.2,914.8,714,666.7,635.6,587.6,581.1,
6/25/2020,152.1,,78.9,499.6,,2066.7,1026.6,927.1,725.1,678.9,645.3,600.4,586.3,
6/26/2020,153.2,,81.5,523.4,,2100.2,1054.5,942.5,740.5,697.4,654.3,613.8,598.7,
6/29/2020,153.2,,79.5,532.6,,2140,1075.3,958.6,757.2,709.1,669.6,629.1,611.6,
6/30/2020,149.8,,76.4,513.1,,2119.5,1073,949.1,747.6,695,657.1,620,603.5,
7/1/2020,146.7,,75.4,507.6,,2139.7,1078.7,953.3,750.8,695.1,654.3,619.8,602.1,
7/2/2020,143.4,,74.7,500.9,,2124.2,1069,942.1,741.1,680.9,636,606.7,587.6,
7/6/2020,140.8,,72,485.2,,2107.5,1064,930.5,731.7,659.4,620.5,592.9,570.5,
7/7/2020,142.5,,74.9,508,,2128.9,1071.1,937,740.7,662,624.7,598.9,575.2,
7/8/2020,142,,72.9,476.4,,2131.2,1076.6,933.1,737.6,650.8,620.7,594,570.5,
7/9/2020,142.5,,75.4,501.1,,2193.2,1096.6,943.2,755.5,654.7,626.1,598.8,576.9,
7/10/2020,142.4,,74.3,495.1,,2210.2,1103.5,946.3,759,656.1,627,600.5,577.3,
7/13/2020,141.9,,75.3,503.7,,2210.2,1103.5,946.3,759,656.1,627,600.5,577.3,
7/14/2020,141.2,,74.7,503.1,,2209.1,1106.2,944.3,755.2,648.7,620.5,596.5,573.9,
7/15/2020,,,72.6,,,2210.1,1091.9,931.6,746.6,635.7,605,584.3,562.4,
7/16/2020,,,73.1,,,2250.9,1093.1,928.4,747.8,625.9,597.3,577.8,552.1,
7/17/2020,,,71.8,,,2250.9,1093.1,928.4,747.8,625.9,597.3,577.8,552.1,
7/20/2020,,,70.5,461.3,,2300.8,1092.5,924.3,742.2,618.1,589.4,569,544.7,
7/21/2020,,,70.5,456.1,,2325,1098.9,918.1,742.6,610.4,581.1,558.5,537.3,
7/22/2020,,,69.6,450.3,,2324.6,1096.6,913.5,744.6,606.5,574.4,550.3,531,
7/23/2020,,,69.9,458.6,,2344.3,1108,922.6,758.3,617,583.2,556.7,536.7,
7/24/2020,,,70.7,459.7,,2347.7,1112,934.5,769.5,623.8,589.6,563.2,541.7,
7/27/2020,130.8,,70.6,448.5,,2332.4,1107.1,932.9,765.7,620,584,559.4,537.5,
7/28/2020,131.7,,72.2,451.9,,2332.8,1109.8,934.2,771.6,622.8,586.4,560.3,538.5,
7/29/2020,131.2,,70,433.3,,2299.6,1105.2,925.5,762.7,619,572.7,545.7,524.7,
7/30/2020,132.1,,70.3,430.3,,2290.6,1112.4,928.3,768.2,624.3,576.3,547.7,526.1,
7/31/2020,125.2,,69.9,429.6,,,,,,,,,,
8/3/2020,129.6,,68.1,431,,,,,,,,,,
8/4/2020,129.4,,66.7,428.7,,,,,,,,,,
8/5/2020,126.7,,65.3,390.8,,,,,,,,,,
8/6/2020,124.6,,64.8,386.9,,,,,,,,,,
8/7/2020,124.5,,65.2,384.9,,,,,,,,,,
8/10/2020,123.8,,66.2,389.2,,2219.7,1123.5,932.3,774.3,628.2,556.4,532.1,505.6,
8/11/2020,124.2,,67.1,394.4,,2213.5,1125.8,934,775,628.7,555.8,531.4,506.2,
8/12/2020,125.2,,65.4,388,,2203.4,1123.9,928.8,772.5,626.2,547.5,524.8,500.6,
8/13/2020,,,67.5,,,,,,,,,,,
8/14/2020,,,68.1,,,,,,,,,,,
8/17/2020,,,66.9,,,,,,,,,,,
8/18/2020,,,66.4,,,,,,,,,,,
8/19/2020,,,68,,,,,,,,,,,
8/20/2020,,,68,,,,,,,,,,,
8/21/2020,,,67.9,387.2,,,,,,,,,,
8/24/2020,,,66.5,381,,,,,,,,,,
8/25/2020,,,66.3,374.1,,2286.8,1171.5,958.2,793.1,657.5,564.1,539.1,505.2,
8/26/2020,,,67,369.1,,2283.5,1167,957.6,791.3,658.1,564.2,539.2,504.1,
8/27/2020,,,67.8,370.3,,2293.4,1171.5,964,793.4,661.2,570.6,543,505.7,
8/28/2020,,,66.8,366.5,,2293.4,1171.9,964.1,792.5,660.6,569,542,502.4,
8/31/2020,,,65.5,364.4,,2307.6,1171.8,967.6,791.8,659.4,569.9,542.6,499.8,
9/1/2020,,,62.3,351.3,,2309.6,1179.6,981.3,800.1,675.3,582.4,552.6,504.7,
9/2/2020,,,62.3,348.4,,2324.2,1183.5,992.1,808,682,587.7,557.2,507.5,
9/3/2020,,,66.2,362.8,,2387,1206.6,1020.3,824.6,706.3,611.6,579.4,521.8,
9/4/2020,,,67,365.2,,2387,1206.6,1020.3,824.6,706.3,611.6,579.4,521.8,
9/8/2020,,,69.5,381,,2455.8,1241.1,1058.8,855.8,744.3,650.5,618.7,545.6,
9/9/2020,,,66.2,368.9,,2438.8,1233.8,1058.6,859.5,737.3,640.9,612.6,537.9,
9/10/2020,,,69.1,375.6,,2451.3,1241.7,1067.1,865.8,741.3,646.4,620.1,543.9,
9/11/2020,,,70.2,356.4,,2455.7,1247.7,1072.3,870.1,748.6,650.4,624.4,546.6,
9/14/2020,,,69.2,351.2,,,,,,,,,,
9/15/2020,,,68,340.9,,,,,,,,,,
9/16/2020,,,68.1,337.3,,,,,,,,,,
9/17/2020,,,70.1,339.7,,2468.7,1261.2,1112.7,891,766.8,662.8,639.8,551.8,
9/18/2020,,,71.7,345.4,,2470.9,1278.1,1125.2,903.7,775,670.7,645.8,558.1,
9/21/2020,,,52.7,360.7,,2512.8,1309.1,1149.8,924.2,793.7,691.9,667,574.3,
9/22/2020,,,53.2,366,,2511,1309.5,1155.9,929.1,796.3,694.9,674.1,576,
9/23/2020,,,58.2,388.2,,2524,1326.8,1172.1,945.7,810.1,706.4,688.5,590.4,
9/24/2020,,,58.7,390.2,,2530.4,1333.3,1176.9,948.8,812.1,708.9,690.1,592.2,
9/25/2020,136.5,,59.6,396.2,,2540,1340.2,1184.8,954.6,816.9,715.4,694.8,595.9,
9/28/2020,135.1,,57.6,403.8,,2529.6,1333,1178.3,953.8,811.9,708.1,688.2,586.9,
9/29/2020,134.7,,60.3,412.4,,2532.8,1328.3,1184,964.1,819.4,715.3,694.7,591,
9/30/2020,134.8,,59.7,406.7,,2526.8,1322.6,1181.2,963.1,817.7,713.7,692,590.4,
10/1/2020,132.5,,59,400.3,,2520.1,1314.1,1175.1,957.8,812.8,705.9,686.1,584.4,
10/2/2020,134.8,,60.3,401.4,,2525.7,1317.4,1176.1,959.1,812.9,706.6,686.9,586.1,
10/5/2020,132.1,,56.9,386.4,,2508.7,1301,1163.5,952.7,799.9,694.2,674.2,573.9,
10/6/2020,131.6,,59.1,394.9,,2502.9,1298.6,1162.1,954.5,802,695.7,673.4,572.8,
10/7/2020,129.1,,56.5,379.7,,2479.8,1284.3,1148.5,942.7,782.5,677,655.3,555.9,
10/8/2020,127.9,,55.3,371.4,,2464.6,1273.9,1138.6,935.2,769.7,661.5,639.9,542.7,
10/9/2020,126.5,,53.9,358.3,,2445.6,1267,1130.7,928.6,760.2,649.3,628.6,533.5,
10/13/2020,125.4,,55.5,362.4,,2444.8,1264.7,1129.7,925.7,758.5,644.2,625,530.6,
10/14/2020,125.3,,56.5,366.9,,2441.3,1261.8,1126.1,925.8,756.8,641.1,622.3,527.2,
10/15/2020,125.9,,57.5,369.9,,2447.7,1270.5,1132.2,931.4,761.3,648.2,627.1,532.4,
10/16/2020,125.5,,57.3,370.8,,2445.8,1269.5,1129.1,928.8,757.9,645.5,622.7,527.4,
10/19/2020,125,,58.8,380,,2457.7,1274.9,1134.5,933.2,762.3,649.6,626.9,531.7,
10/20/2020,124.7,,58.3,374.7,,2458.4,1270.2,1132.9,930.4,756.1,646.9,620.6,526.1,
10/21/2020,124.4,,57.4,374,,2463.2,1269.6,1131.9,929.8,755.4,646.6,619.1,522.3,
10/22/2020,124.6,,58,372.2,,2464,1269.2,1132.2,929.7,754.3,646.7,618.5,521.9,
10/23/2020,122.9,,56.9,370.9,,2465.6,1269.1,1129.8,928.8,754.2,646.6,617.3,521,
10/26/2020,123.8,,58.7,387.2,,2488.6,1282.2,1141.3,940.2,766.1,658.8,631.1,532.1,
10/27/2020,123.1,,59.9,390.2,,2494.3,1284.9,1141,941.9,768.3,656.3,631.8,532,
10/28/2020,125,,63.8,412.6,,2524.6,1310.3,1155.8,956.5,783.3,668.7,645.2,545.6,
10/29/2020,126.2,,66,415.2,,2530.5,1313.1,1156.5,957.4,782.4,668.8,643.8,543.2,
10/30/2020,126.6,,66.2,418.9,,2541.4,1321.7,1162.7,962.3,788.2,675.6,649.3,547.9,
