Date,US Corp Cash,FICM IG,CDX 5yr IG,CDX 5yr HY,FICM HY,CMBX.BBB.6 Spread,CMBX.BBB.7 Spread,CMBX.BBB.8 Spread,CMBX.BBB.9 Spread,CMBX.BBB.10 Spread,CMBX.BBB.11 Spread,CMBX.BBB.12 Spread,CMBX.BBB.13 Spread,CMBX.BBB.14 Spread
9/30/2021,,84.05,53.78,300.39,,4049.996253,1323.36073,788.3403527,515.9901304,499.5510396,384.9228468,379.0328669,374.9070976,
10/1/2021,,86.51,52.58,297.12,,4050.301658,1322.856786,786.3534686,515.5395071,499.6296658,383.1784908,377.986897,373.0468108,
10/4/2021,,89.1,53.8,301.45,,4082.126081,1338.618521,795.1617353,521.1148123,504.3620728,390.378606,385.1124425,379.7529336,
10/5/2021,,91.46,54,303.97,,4077.756203,1340.600223,796.3960199,520.5268668,504.0012889,387.4820575,382.6956314,376.8537211,
10/6/2021,,90.45,54.26,302.79,,4123.656239,1351.179137,802.2598833,525.1205253,507.282492,390.5936363,386.1955655,380.4328947,
10/7/2021,,92.64,53.74,302.86,,4111.438926,1348.200088,801.1195791,526.1845136,505.9852595,388.8760619,384.2998695,378.6033115,
10/8/2021,,92.77,54.44,306.47,,4129.607825,1350.98961,803.334784,528.5013076,507.9296918,391.7607117,387.2575851,381.3893619,
10/12/2021,,89.43,55.3,314.4,,4197.128882,1363.563494,809.6648262,535.6669845,514.7846463,398.4400568,394.3259051,388.4194264,
10/13/2021,,88.47,54.35,309.12,,4240.338938,1368.685289,811.1907911,538.3115481,514.9769514,397.020913,392.3269379,387.730085,
10/14/2021,,87.62,52.35,299.4,,4228.147686,1361.318245,805.2667518,534.149433,510.1005385,391.5412429,387.4023208,383.0543321,
10/15/2021,,90.17,52.68,298.54,,4220.922703,1359.576799,803.2681417,532.8128232,507.0188921,390.3635477,385.6204554,381.4638302,
10/18/2021,,87.41,52.6,299.25,,4230.133062,1361.920181,804.4082408,532.8763164,506.4159642,390.9433715,385.6364901,381.9876733,
10/19/2021,,89.19,51.66,296.14,,4226.367093,1367.571521,804.7250735,533.205217,505.2536237,389.4849009,383.2700063,378.9674469,
10/20/2021,,90.01,51.66,294.25,,4254.087779,1373.741776,806.7951441,533.0094719,505.1351871,388.5867378,382.6695145,377.8005987,
10/21/2021,,90.74,51.9,297.66,,4258.486337,1379.01476,805.0885898,534.6071078,506.8985788,390.193033,384.1025791,379.5304582,
10/22/2021,,84.45,52.54,300.13,,4266.231014,1377.593131,808.8359318,535.3270672,508.5344491,391.7859122,385.5470998,381.615154,
10/25/2021,,85.9,51.79,300.48,,4283.164275,1384.442354,807.7139812,536.1180692,509.1507578,392.8224257,386.6392444,382.5585958,
10/26/2021,,85.48,51.18,297.22,,4277.792257,1395.763902,803.1192708,536.4913183,506.4666196,390.808889,384.6437249,380.3144059,
10/27/2021,,83.7,51.74,300.96,,4268.315897,1399.454581,802.4171838,539.5494799,507.4684706,391.5194885,385.8204508,381.8235596,
10/28/2021,,88.53,51.71,298.07,,4271.230789,1409.018251,799.6413344,539.1235286,507.0379346,390.5060698,384.7029644,380.6374306,
10/29/2021,,85.89,52.52,303.44,,4286.381287,1424.641065,803.9392126,542.3589182,509.4283962,392.5911586,387.2974762,383.0841711,
11/1/2021,,86.89,52.7,305.42,,4289.423334,1431.65234,803.7254986,545.0008971,512.028861,393.4317488,388.3841217,384.0249305,
11/2/2021,,86.22,52.15,300.75,,4290.87856,1433.325854,800.1003747,544.6176068,509.9872802,391.4940572,386.1059682,382.1755601,
11/3/2021,,91.3,51.31,295.31,,4306.977202,1436.637718,801.1413481,545.4926694,508.6271968,390.5148732,384.6752166,380.2692319,
11/4/2021,,82.08,50.46,292.49,,4304.85442,1437.570779,799.1366994,543.287045,505.6106796,387.5918015,382.2487034,377.5219747,
11/5/2021,,81.64,49.84,286.12,,4299.394472,1436.992916,795.5977854,541.1346831,501.8055583,383.3123602,378.3902715,373.1530031,
11/8/2021,,107.92,49.67,287.18,,4281.926188,1440.474882,795.9382199,540.9255395,501.8094141,382.6931318,378.1815438,372.6138138,
11/9/2021,,106.67,50.63,289.45,,4293.617151,1447.587798,800.8196986,544.6290303,503.8931886,385.459998,381.0385455,375.3054021,
11/10/2021,,115.05,51.64,295.454,,4329.417124,1455.679241,807.0643709,549.2272601,508.2272147,389.8816737,385.6750183,379.5005087,
11/12/2021,,108.2,50.98,293.9,,4350.625818,1461.020973,809.0771012,550.9794527,509.2727613,390.7069506,386.0803656,379.9228462,
11/15/2021,,113.71,50.95,293.95,,4352.4181,1458.140382,806.7354208,549.6998267,508.7241993,389.7841526,384.8985141,379.0522978,
11/16/2021,,112.22,51.12,295.28,,4368.271436,1459.814364,806.016168,549.6476466,508.6918727,389.2788282,384.6450703,379.9690149,
11/17/2021,,107.63,51.17,295.69,,4423.776601,1472.225678,807.4293659,554.1592444,510.7810331,391.4314807,387.2894778,382.4534222,
11/18/2021,,110.64,51.53,294.5,,4441.851153,1475.120928,806.4787722,553.9055883,508.766797,390.5828595,386.6866702,381.5763702,
11/19/2021,,114.2,52.2,299.01,,4463.67022,1482.207099,809.8770823,556.8073527,511.5589524,393.6268305,390.1274795,384.9103606,
11/22/2021,,114.34,52.84,305.34,,4474.985317,1481.992948,810.0538319,557.3677671,511.7424695,393.2921713,389.8172346,384.4578773,
11/23/2021,,112.86,53.21,305.47,,4501.03879,1491.140999,816.1610614,559.4766802,514.2844599,397.2276301,392.6649344,387.502846,
11/24/2021,,110.49,53.5,304.9,,4539.339784,1499.058105,820.5639363,560.6429848,515.6781768,398.0098846,393.1952494,387.8293481,
11/26/2021,,112.93,58.1,325.37,,4628.604095,1522.242467,844.9086439,578.1345739,534.2941129,412.8695704,410.5307699,403.8604511,
11/29/2021,,113.24,55.32,315.82,,4590.109657,1515.359144,833.2944988,569.8495231,527.558652,408.3305372,404.1396923,397.302498,
11/30/2021,,120.7,57.87,326.03,,4637.583039,1538.878563,848.5512614,580.657659,539.5885043,419.726699,417.1212963,410.3527409,
12/1/2021,,113.65,59.13,331.24,,4689.422031,1552.056671,849.8496395,584.7665617,540.7847369,421.9489055,419.0707712,411.8376724,
12/2/2021,,120.9,57.84,321.84,,4710.067797,1557.070013,853.8832622,582.7610295,539.3532915,419.2831701,417.9607584,410.1975753,
12/3/2021,,112.97,58.75,329,,4764.183374,1577.547113,858.6689006,588.5587377,545.6117518,425.7079401,424.6849351,416.4541768,
12/6/2021,,119.12,56.28,317.23,,4744.675093,1570.883006,856.9622501,583.9126338,541.7346004,421.0687891,418.9881533,411.0691194,
12/7/2021,,115.3,53.85,304.29,,4748.090902,1560.119879,846.3359476,573.656257,529.9574389,410.1432473,407.5812901,398.9932869,
12/8/2021,,116.64,53.82,304.83,,4824.553542,1568.077647,848.1461339,571.6151288,528.0392276,404.6627027,402.5126154,394.5657588,
12/9/2021,,117.55,55.21,308.94,,4886.926237,1579.119501,851.6343985,573.3509574,530.4634727,405.1399447,402.9554165,391.5835331,
12/10/2021,,116.51,53.85,303.99,,4898.743277,1575.397449,848.7268297,571.3816918,526.0444677,401.6818269,399.6544594,386.7308616,
12/13/2021,,113.88,53.75,306.96,,4936.387333,1577.190351,850.84152,572.5997191,527.3490058,401.6907884,399.1066662,386.0875532,
12/14/2021,,118.5,54.21,310.67,,4968.365991,1590.412638,858.1970741,577.3084246,528.9962761,405.5096388,403.5941418,390.1280251,
12/15/2021,,118.29,52.58,303.93,,5019.334208,1594.07207,854.64165,577.0324031,523.1412693,400.1543378,396.7888288,385.3326404,
12/16/2021,,113.73,52.66,306.43,,5021.888081,1592.505487,853.8410622,581.8917029,522.1872769,399.5526714,396.791195,385.6501744,
12/17/2021,,119.05,52.85,307.61,,5044.780919,1595.805699,858.1329822,585.3454787,523.5733761,402.332794,399.2420582,388.7292361,
12/20/2021,,119.9,53.79,308.79,,5067.807935,1600.802529,860.9440138,590.0803151,528.3259062,406.7269332,404.4505076,393.268106,
12/21/2021,,117.11,51.96,300.91,,5054.272301,1592.589777,853.4825981,586.4213556,523.3271652,402.0150371,398.9435113,387.4866882,
12/22/2021,,114.9,51.31,295.96,,5147.187708,1601.035618,851.0380022,582.2153644,519.575573,399.4810213,396.1465538,384.8893088,
12/23/2021,,114.5,50.06,291.025,,5175.283802,1603.038773,849.8818999,581.7821603,517.1665045,396.6407046,393.6016267,382.6540024,
12/27/2021,,113.63,49.29,286.31,,5180.796783,1598.241105,850.5474588,578.1479871,513.7694604,394.6526757,392.0266549,379.8495962,
12/28/2021,,113,49.7,291.22,,5205.873023,1601.978594,854.6385729,580.4378145,514.5870049,395.7061169,392.9677977,380.8264686,
12/29/2021,,112.52,49.82,291.78,,5285.519048,1613.511301,861.1714452,583.4029017,516.6395554,396.6791645,394.2259326,381.872623,
12/30/2021,,112.8,50.03,293.95,,5347.04539,1614.066447,861.249066,583.9328728,516.5584914,396.1516147,393.7827517,381.3504351,
12/31/2021,,111.89,49.87,292.04,,5398.251733,1616.733175,862.579443,584.3543313,516.0667972,394.9021909,392.463483,380.8219839,
1/3/2022,,112.95,49.68,292.6,334.7,5374.557134,1614.575279,856.8351318,585.3376753,515.826249,394.4916822,391.9119917,378.2510506,
1/4/2022,,113.07,49.73,293.67,338.9,5389.527938,1618.228092,855.4024868,586.123291,514.4851124,393.6935244,391.0766598,377.2489144,
1/5/2022,,111.3,51.98,303.44,338.6,5461.488857,1627.953748,860.4614678,592.7143803,518.8304974,397.301087,394.1008025,381.6419529,
1/6/2022,,111.4,51.73,303,341.7,5479.105603,1633.176124,862.2435633,593.8435635,520.0058698,398.3318767,395.0526211,382.3258913,
1/7/2022,,112.1,52.8,307.71,345.9,5497.48588,1631.319633,865.4113225,597.224879,523.9796848,401.8468605,398.5909889,385.9187037,
1/10/2022,,112.92,52.73,306.27,349,5540.184873,1643.962508,871.4277502,599.116937,525.7457931,403.8426338,400.5830658,386.8590476,
1/11/2022,,114.1,51.89,300.23,344.7,5536.392675,1636.376677,863.6539274,594.3490427,521.4070239,400.8381268,397.900797,383.6953681,
1/12/2022,,116.61,51.7,298.077,337.9,5594.475514,1642.624418,862.0845404,592.308604,519.3587339,398.1943212,395.8865522,380.4427873,
1/13/2022,,115.9,53.33,306.39,344.4,5622.160413,1648.425467,865.7735844,595.4069919,521.5152077,400.3051776,397.575529,381.8969652,
1/14/2022,,115.25,53.87,305.52,338.8,5643.700563,1649.826113,868.9914919,597.4832603,522.8252268,401.3366858,399.4114627,382.6610224,
1/18/2022,,116.25,55.43,313.28,341.4,5689.942372,1656.359145,877.0549226,604.4988854,527.357816,406.9109365,405.0146214,386.9007439,
1/19/2022,,117.5,56.21,315.88,342.4,5710.400709,1660.092063,878.7573927,605.8910667,527.9138346,406.681394,404.6796535,386.9504015,
1/20/2022,,119.59,57.79,323.14,350.8,5346.576476,1614.441348,866.9015526,606.9723151,528.9372068,405.631284,404.0539936,385.5622931,
1/21/2022,,120.83,58.74,329.02,359.9,5145.206292,1612.733329,865.2016413,615.0449472,531.9059109,411.7950149,409.3634984,392.7994905,
1/24/2022,,122.48,58.15,324.57,366.5,5145.046448,1614.662305,873.7006982,622.2394334,538.5458808,416.1417814,414.3447168,395.9449259,
1/25/2022,,122.84,59.44,331.63,371.1,5166.527913,1603.713101,876.7943383,624.9477301,543.2455743,417.6123592,415.6586964,396.6003135,
1/26/2022,,120.6,60.71,337.23,359.7,5214.449911,1614.000688,880.8438223,627.8457242,546.251715,421.4015489,420.9619995,400.200815,
1/27/2022,,124.21,62.73,347.08,377,5251.582445,1620.369555,889.358226,632.8978193,550.8648245,429.054292,427.3221406,407.599548,
1/28/2022,,126.3,61.33,342,387.7,5294.246112,1629.524718,897.3529775,639.3947908,558.306948,436.2611633,435.0932592,415.8261607,
1/31/2022,,126.43,60.34,338.08,386.8,5318.432451,1625.731738,897.4493824,637.8589375,558.2965837,435.7905524,434.446197,415.0679469,
2/1/2022,,124.81,58.66,327.97,378.1,5326.081042,1620.336656,890.7272569,634.4757993,555.5432494,431.5486561,429.6797334,411.0774716,408.8915488
2/2/2022,,124.4,60.31,333.7,375,5373.815169,1614.093281,883.5518344,626.4853933,552.1992986,427.1925266,425.5899745,406.8361109,405.7935426
2/3/2022,,125.83,62.72,345.12,378.4,5417.548194,1617.557303,894.6297734,631.5687736,566.2459621,442.0398166,441.7664127,423.4411559,423.8481996
2/4/2022,,126.96,64.06,354.58,385.9,5454.888635,1624.550108,899.2246443,633.725611,570.936621,451.8504196,450.2220154,433.5772684,436.0324498
2/7/2022,,127.8,63.79,351.94,388,5505.187116,1621.467946,899.33743,632.3590491,571.8543701,453.7370463,453.2006127,436.0826215,439.6652527
2/8/2022,,126.9,63.31,349.37,383.1,5505.166067,1618.829067,898.6811389,629.6259637,569.6071614,450.5242761,450.3069733,432.6811969,436.7152222
2/9/2022,,125.62,61.74,339.88,377.5,5584.150906,1623.044205,895.5656454,626.8671241,566.2740335,445.4247343,445.7654006,429.234181,430.3769201
2/10/2022,,125.68,65.89,358.85,380.1,5630.51767,1635.259216,906.9743184,635.5291076,575.6038805,456.6981705,454.8876804,440.8124126,443.6112616
2/11/2022,,130.29,68.26,367.14,402.3,5698.10028,1640.210048,913.8860938,642.7622663,583.2704753,464.0112092,462.7879897,449.0682512,451.4182215
2/14/2022,,131.06,67.81,368.67,407.7,5710.976289,1643.199803,918.1014871,644.8888573,584.6354514,464.6630775,466.4042839,452.624562,456.6200818
2/15/2022,,131.26,66.27,359.36,402.1,5700.136861,1638.921106,908.264627,637.1380488,577.196339,456.0412835,459.3433068,446.1530392,450.1201009
2/16/2022,,134.14,65.53,354,400.3,5754.217326,1639.983972,908.1273531,635.6705315,575.1861774,454.2663763,454.5856446,443.0380661,446.5236763
2/17/2022,,137.82,67.97,364.24,409.7,5759.405237,1639.368212,915.3779513,642.6521067,582.8310652,460.5251928,461.5567538,450.5232626,455.2423707
2/18/2022,,140.5,69.41,368.24,413.3,5772.700365,1640.451125,918.6337648,643.7056643,584.8895209,461.4972192,462.5532734,450.6170824,457.6196633
2/22/2022,,141.3,69.51,373.63,410,5831.299585,1647.93525,927.9076149,649.895163,591.8812707,467.7638481,468.9481051,455.1337104,462.927537
2/23/2022,,142.9,70.93,379.05,406.6,5991.836151,1661.892049,935.7710329,657.5880115,603.1003163,477.920491,478.8852762,464.2061979,473.977786
2/24/2022,,145.13,68.87,367.21,413,6033.693624,1661.339778,939.0954855,660.502568,608.539357,482.0567902,482.8764214,468.4981586,479.9217343
2/25/2022,,143.04,66.95,357.29,398.3,6021.42329,1653.593768,931.7791421,652.0063944,600.7773164,473.4442129,472.8653595,459.6605364,468.754834
2/28/2022,,145.77,68.24,363.8,411.6,6061.987653,1655.169965,935.3583148,654.3465501,605.1008221,477.8004938,477.7840071,464.5047464,472.9161617
3/1/2022,,150.04,72.38,378.94,421.6,6056.196648,1649.893086,941.640845,663.6045965,616.7063684,487.9502103,487.9729821,475.2571298,485.5808307
3/2/2022,,147.41,69.72,368.16,404.2,6058.115203,1646.524631,930.7639481,655.843054,609.7484543,478.6341477,478.9953185,465.9436547,475.9622005
3/3/2022,,148.66,71.31,375.49,409.1,6074.837706,1637.600182,927.4613762,657.1600906,612.2844369,480.7221277,481.5070842,468.538732,479.6619421
3/4/2022,,155.76,74.76,392.14,424.9,6126.289141,1643.982437,936.5994099,666.771129,624.3612956,492.6999043,493.8359668,481.2477576,493.1908411
3/7/2022,,161.85,78.23,411.38,436.4,6163.861783,1649.008885,945.0289929,676.1857629,633.0881968,501.9722233,502.840771,490.6071229,502.8247903
3/8/2022,,166.7,76.64,404.54,440.6,6159.182529,1639.596428,930.5760927,667.0999047,624.6288448,493.944097,495.3584817,482.4140682,494.835998
3/9/2022,,161.63,72.19,381.03,424,6233.205018,1633.309257,923.3960049,657.3801737,616.3490201,483.5712278,484.5184112,472.0898686,481.1233427
3/10/2022,,165.74,73.7,390.53,432.6,6289.391146,1642.465076,922.9544738,663.8343832,623.895529,489.8433035,491.2589188,478.8076565,488.9913342
3/11/2022,,166.43,75.22,400.38,439.3,6355.572498,1653.438109,929.3166025,668.9506534,628.6594167,495.435878,496.5675569,483.3686744,493.8811035
3/14/2022,,167.11,75.72,407.13,445.3,6413.526654,1652.346578,930.3783934,672.6417288,633.9269042,500.073601,500.7714813,487.9855379,498.8247977
3/15/2022,,164.4,73.16,395.32,444.8,6434.004739,1650.551536,926.626015,669.0674696,630.157354,496.263704,496.7211395,484.0521301,495.0169055
3/16/2022,,155.7,67.67,368.25,420.9,6510.42517,1651.206536,910.4531195,658.8436239,617.6315645,484.9070095,486.4966677,473.8045176,484.602151
3/17/2022,,148.54,65.67,360.72,409.9,6534.31433,1655.517046,901.723836,652.467703,611.7200716,480.9020846,481.5005491,468.5408696,479.1458587
3/18/2022,,146.25,65.64,357.75,405,6351.423433,1654.993514,905.5242118,653.6180823,614.3379743,481.0996513,481.9038604,471.9942487,480.965624
3/21/2022,,144.03,72.47,366.49,393.4,6403.16708,1656.016178,910.3219528,653.6847161,617.7277091,486.0311088,486.9224232,478.1686665,488.795748
